id,little,ring,middle,index,thumb
511,342,382,474,462,521
512,333,354,466,483,518
513,337,368,455,466,528
514,328,369,455,465,523
515,328,371,454,465,524
516,330,373,460,468,520
517,334,372,451,465,518
518,352,366,448,464,524
519,338,377,432,456,522
520,335,372,453,465,524
521,326,373,456,467,525
522,332,373,458,463,525
523,320,370,460,473,517
524,336,373,461,470,526
525,330,393,475,455,523
526,323,358,452,466,524
527,330,372,452,462,524
528,329,370,452,465,522
529,320,382,455,460,524
530,330,373,442,459,521
531,323,376,451,475,523
532,332,370,445,447,522
533,333,373,454,468,523
534,333,371,454,469,524
535,331,374,448,461,520
536,328,376,464,463,534
537,324,373,466,467,524
538,307,366,459,458,520
539,326,368,455,464,524
540,329,372,455,466,522
541,328,372,453,467,520
542,334,376,445,468,521
543,323,363,456,462,531
544,325,361,443,474,525
545,322,368,455,468,522
546,330,371,455,465,524
547,331,371,455,465,522
548,316,373,476,469,518
549,318,365,474,467,523
550,323,372,464,463,512
551,332,375,460,470,523
552,330,370,453,464,523
553,328,370,451,464,523
554,326,380,458,455,520
555,344,390,445,463,517
556,339,369,460,465,518
557,331,382,455,466,517
558,328,371,457,469,522
559,333,375,459,465,523
560,331,371,450,470,526
561,333,374,473,466,523
562,335,361,450,476,528
563,335,382,465,466,518
564,333,374,454,466,523
565,329,368,453,465,523
566,335,379,444,458,521
567,325,372,460,473,523
568,334,364,439,481,529
569,316,379,456,454,524
570,327,370,456,466,522
571,333,373,459,466,524
572,330,370,465,470,525
573,336,377,477,456,513
574,326,378,476,464,520
575,339,371,461,457,524
576,332,370,462,462,523
577,330,369,462,467,523
578,331,371,453,468,522
579,321,386,435,457,524
580,338,369,447,471,525
581,338,364,442,471,536
582,322,374,445,463,523
583,331,376,457,466,523
584,336,373,461,465,524
585,333,365,466,475,524
586,347,385,440,451,528
587,327,390,474,450,523
588,332,357,459,467,525
589,334,370,454,465,525
590,330,370,454,465,523
591,322,376,444,464,526
592,315,362,469,466,509
593,332,378,441,466,536
594,322,370,459,462,519
595,332,373,460,468,521
596,333,374,457,465,524
597,336,371,459,462,521
598,331,372,480,451,525
599,331,374,461,471,525
600,324,372,468,470,523
601,335,373,453,463,524
602,331,375,453,465,522
603,332,373,456,467,524
604,336,370,450,473,527
605,333,376,458,464,521
606,330,378,458,451,524
607,334,375,454,470,524
608,329,376,459,468,522
609,333,376,460,467,525
610,328,381,472,462,518
611,316,376,495,460,512
612,348,372,453,453,526
613,321,365,459,476,523
614,331,373,458,464,521
615,332,371,455,464,522
616,317,371,443,462,529
617,349,365,439,465,529
618,330,370,440,458,537
619,321,364,462,471,518
620,331,375,459,467,522
621,335,373,455,466,524
622,326,375,468,472,524
623,329,369,467,480,522
624,318,374,472,456,518
625,337,375,444,468,524
626,334,375,460,463,522
627,330,374,456,466,523
628,333,378,457,468,521
