id,index,middle,ring,little,thumb
1125,559,540,547,527,445
1126,560,543,554,526,439
1127,559,543,553,528,439
1128,557,548,554,531,442
1129,569,532,555,552,459
1130,558,550,560,518,445
1131,567,549,552,524,435
1132,565,545,554,526,441
1133,562,543,553,535,439
1134,564,543,554,534,436
1135,567,554,562,509,427
1136,550,540,571,524,439
1137,576,530,558,526,446
1138,569,553,560,496,448
1139,558,541,551,525,441
1140,560,541,552,530,440
1141,561,546,556,528,441
1142,555,541,549,541,439
1143,556,561,553,497,436
1144,571,540,557,521,435
1145,553,553,558,536,429
1146,559,542,554,535,440
1147,561,545,552,529,443
1148,563,547,558,540,442
1149,560,553,551,521,424
1150,556,537,555,513,443
1151,562,546,561,527,433
1152,561,540,541,541,442
1153,558,546,553,529,441
1154,560,542,553,527,439
1155,563,545,551,532,441
1156,558,551,557,517,435
1157,555,548,555,545,434
1158,560,548,554,531,441
1159,563,536,550,523,437
1160,559,543,553,533,442
1161,560,546,554,537,440
1162,555,544,558,532,445
1163,548,558,559,530,429
1164,549,544,558,533,436
1165,549,542,563,535,447
1166,564,550,555,531,445
1167,562,542,551,531,441
1168,561,544,554,530,439
1169,551,545,549,537,437
1170,566,536,555,522,449
1171,564,546,550,509,441
1172,553,550,544,518,433
1173,558,543,556,538,436
1174,559,545,552,535,444
1175,563,546,555,532,443
1176,565,538,557,541,438
1177,566,550,555,545,448
1178,557,553,558,517,442
1179,541,547,552,505,445
1180,564,541,547,540,444
1181,560,542,555,534,438
1182,560,544,553,527,440
1183,550,536,555,522,446
1184,563,531,547,531,436
1185,568,551,554,508,437
1186,559,546,562,537,444
1187,563,550,556,533,440
1188,559,546,554,533,442
1189,561,547,554,532,442
1190,566,548,551,528,439
1191,579,529,541,540,444
1192,546,545,564,538,438
1193,563,538,558,516,441
1194,560,540,553,522,443
1195,562,541,552,527,441
1196,559,544,552,525,439
1197,562,535,555,533,435
1198,570,550,551,526,433
1199,571,545,545,522,434
1200,550,539,559,535,448
1201,557,541,553,534,438
1202,559,548,554,533,441
1203,562,545,554,531,442
1204,568,540,550,541,453
1205,558,551,559,524,422
1206,573,530,552,532,454
1207,557,551,556,502,435
1208,560,543,553,534,440
1209,561,545,555,523,445
1210,560,543,552,529,439
1211,560,551,547,518,426
1212,560,530,561,559,442
1213,556,559,544,517,422
1214,553,550,550,523,438
1215,563,551,553,529,439
1216,561,545,552,533,442
1217,560,545,554,531,446
1218,553,549,556,520,440
1219,565,551,547,522,447
1220,569,544,556,527,450
1221,550,553,561,542,441
1222,562,542,555,530,439
1223,561,543,550,518,441
1224,556,542,553,526,437
1225,567,545,552,534,438
1226,563,544,561,531,439
1227,574,548,541,527,422
1228,568,549,558,546,444
1229,562,547,553,521,443
1230,560,543,554,527,442
1231,560,545,554,533,445
1232,561,528,557,539,448
1233,556,520,553,562,459
1234,572,532,550,542,451
1235,573,560,543,533,439
1236,560,545,554,527,442
1237,560,544,553,527,439
1238,559,548,553,527,442
1239,567,535,553,539,452
1240,566,558,557,506,434
1241,553,548,558,522,436
1242,568,548,555,517,443
1243,565,545,553,527,439
1244,563,543,554,530,439
1245,565,547,551,531,442
1246,564,544,555,527,442
1247,565,533,549,542,449
1248,559,537,559,548,446
1249,561,544,562,520,442
1250,559,541,555,538,441
1251,560,540,552,520,439
1252,564,540,554,519,438
1253,560,554,548,509,434
1254,554,546,563,536,434
1255,554,541,556,530,437
1256,562,543,545,522,445
1257,561,545,554,533,441
1258,561,549,554,535,442
1259,556,545,556,534,444
1260,560,556,563,513,429
1261,554,553,549,497,437
1262,556,541,557,513,436
1263,563,539,555,531,437
1264,557,541,552,525,440
1265,555,539,553,527,436
1266,554,535,557,530,434
1267,555,539,547,517,438
1268,553,550,563,512,436
1269,554,554,554,515,432
1270,561,542,556,538,447
1271,554,541,554,530,443
1272,555,541,557,531,439
1273,550,541,556,528,438
1274,557,541,554,538,460
1275,545,545,552,545,435
1276,549,540,542,535,433
1277,560,535,561,522,435
1278,554,539,554,533,439
1279,553,538,552,526,439
1280,560,537,554,525,445
1281,559,539,552,539,434
1282,546,539,560,534,444
1283,551,539,542,543,440
1284,547,527,550,536,438
1285,556,540,554,525,442
1286,556,542,552,531,441
1287,541,540,548,536,450
1288,565,546,543,540,445
1289,545,531,561,554,445
1290,555,524,560,558,442
1291,552,537,553,531,441
1292,553,536,554,533,441
1293,554,540,551,530,437
1294,553,545,548,533,433
1295,555,535,547,535,438
1296,551,532,556,547,428
1297,556,543,554,522,436
1298,551,541,555,556,440
1299,558,541,554,531,442
1300,555,540,554,531,441
1301,561,543,555,526,449
1302,559,544,550,540,434
1303,557,536,555,553,446
1304,560,548,553,517,428
1305,558,542,553,536,444
1306,555,541,552,528,437
1307,554,539,552,528,439
1308,558,546,551,536,438
1309,546,526,551,536,434
1310,552,547,559,520,436
1311,545,541,568,529,439
1312,556,538,552,525,439
1313,554,540,553,531,444
1314,557,540,554,529,441
1315,549,536,558,537,443
1316,553,535,563,511,437
1317,554,535,561,526,446
1318,558,560,550,517,441
1319,560,547,558,530,439
1320,556,538,554,533,439
1321,554,537,552,527,439
1322,561,537,554,523,444
1323,549,535,545,527,439
1324,545,544,555,547,443
1325,553,550,552,536,443
1326,551,540,555,537,438
1327,555,544,552,528,443
1328,555,541,554,531,442
1329,550,538,552,547,435
1330,577,544,549,522,440
1331,555,555,548,513,444
1332,552,553,553,553,437
1333,553,540,552,530,437
1334,549,539,554,533,440
1335,556,540,551,529,438
1336,556,530,555,533,437
1337,544,553,565,532,440
1338,558,536,542,538,449
1339,556,551,548,529,424
1340,553,538,552,531,439
1341,557,539,552,531,440
1342,551,544,553,532,439
1343,552,540,559,552,443
1344,560,534,551,544,445
1345,562,537,552,528,443
1346,562,550,550,538,430
1347,558,539,553,526,439
1348,552,539,554,528,438
1349,550,542,552,539,439
1350,556,551,544,521,431
1351,555,548,558,501,439
1352,553,543,548,541,436
1353,559,529,555,522,434
1354,557,539,554,528,441
1355,558,544,556,532,443
1356,557,540,551,538,442
1357,543,543,559,528,442
1358,548,535,555,568,439
1359,555,551,549,517,453
1360,561,543,559,546,433
1361,555,539,552,532,440
1362,554,541,553,528,440
1363,548,539,549,525,445
1364,552,539,561,528,437
1365,561,549,549,518,432
1366,553,537,561,554,454
1367,555,535,555,522,439
1368,556,543,554,529,444
1369,559,542,554,531,444
1370,557,545,548,526,443
1371,553,546,554,522,435
1372,546,537,558,530,446
1373,547,544,541,527,442
1374,555,538,549,522,444
1375,556,542,554,531,438
1376,554,542,552,527,440
1377,562,537,546,522,434
1378,545,540,554,512,429
1379,569,528,549,522,431
1380,559,545,550,530,448
1381,555,540,556,532,437
1382,558,540,552,531,446
1383,557,543,553,537,445
1384,561,546,545,528,440
1385,553,537,554,536,442
1386,549,540,558,537,445
1387,552,537,546,543,449
1388,554,539,555,533,443
1389,556,542,555,524,442
1390,555,544,553,526,439
1391,558,537,562,528,445
1392,540,554,562,514,442
1393,554,548,564,523,435
1394,558,545,546,524,440
1395,558,546,556,527,442
1396,559,540,556,529,443
1397,556,534,555,532,445
1398,565,542,559,521,438
1399,561,551,556,539,446
1400,558,537,558,540,443
1401,557,547,556,533,435
1402,555,542,553,530,437
1403,558,540,556,530,440
1404,561,545,550,534,433
1405,555,548,548,521,431
1406,552,532,560,547,436
1407,547,537,557,534,438
1408,546,538,549,513,445
1409,561,543,555,532,441
1410,557,541,553,535,443
1411,553,538,548,533,451
1412,571,553,550,522,438
1413,551,542,561,551,440
1414,568,557,546,532,446
1415,553,549,556,534,433
1416,556,540,554,526,440
1417,555,541,552,530,443
1418,555,540,553,527,436
1419,570,545,542,513,450
1420,567,547,547,516,443
1421,563,528,559,527,444
1422,557,534,557,526,440
1423,561,544,553,528,440
1424,560,541,554,533,442
1425,568,547,557,533,436
1426,546,541,557,528,440
1427,567,536,557,538,459
1428,560,540,560,533,435
1429,557,537,552,539,439
1430,555,540,553,527,440
1431,557,540,552,530,442
1432,554,536,552,535,448
1433,562,541,555,516,448
1434,550,540,552,531,433
1435,558,535,550,537,448
1436,554,536,554,532,438
1437,558,543,555,527,442
1438,558,545,553,531,447
1439,552,536,552,545,449
1440,554,532,550,539,452
1441,551,555,567,523,436
1442,564,554,555,552,448
1443,558,541,553,530,438
1444,558,539,554,529,439
1445,562,543,555,526,438
1446,551,534,563,530,451
1447,557,548,557,531,438
1448,553,552,554,520,435
1449,554,541,561,517,439
1450,560,541,552,529,440
1451,559,544,553,535,442
1452,557,546,553,532,439
1453,561,555,560,534,446
1454,559,544,553,540,453
1455,551,561,557,523,440
1456,565,545,556,526,435
1457,556,538,553,528,442
1458,556,541,555,531,439
1459,555,541,563,527,437
1460,566,537,552,530,454
1461,556,548,551,533,432
1462,580,538,546,508,443
1463,555,528,550,547,439
1464,560,542,553,530,441
1465,561,544,555,535,441
1466,563,546,560,534,452
1467,562,528,555,540,438
1468,562,539,548,545,440
1469,557,546,550,521,435
1470,554,533,558,532,439
1471,556,540,554,527,442
1472,558,541,550,524,440
1473,560,544,551,535,434
1474,553,549,556,502,434
1475,551,544,565,526,439
1476,566,546,560,528,435
1477,555,538,551,538,444
1478,560,543,553,534,441
1479,560,542,555,534,443
1480,554,548,557,545,437
1481,565,561,549,519,427
1482,552,552,564,525,434
1483,550,545,557,540,446
1484,558,544,555,533,442
1485,555,540,553,526,442
1486,560,542,552,528,444
1487,567,543,548,515,444
1488,557,549,559,525,431
1489,569,557,554,511,430
1490,559,533,559,536,437
1491,560,540,551,527,441
1492,560,541,552,533,442
1493,558,545,554,531,447
1494,546,545,557,545,437
1495,552,543,550,527,444
1496,574,545,559,521,445
1497,563,539,549,533,445
1498,559,541,552,527,442
1499,559,539,550,521,440
1500,554,535,549,520,439
1501,554,537,552,494,423
1502,565,537,556,522,433
1503,571,531,548,543,450
1504,553,539,553,526,441
1505,556,542,554,529,443
1506,558,543,554,529,442
1507,568,542,557,540,449
1508,554,537,555,531,442
1509,560,548,548,530,432
1510,560,530,551,531,445
1511,557,546,552,526,446
1512,558,539,552,527,439
1513,557,538,552,527,442
1514,551,542,553,546,437
1515,552,540,566,518,443
1516,549,523,558,529,461
1517,547,545,555,525,433
1518,558,542,559,534,443
1519,558,542,554,530,443
1520,559,542,553,532,443
1521,565,535,552,539,452
1522,567,537,542,551,438
1523,548,554,559,514,437
1524,564,541,543,517,440
1525,558,543,553,524,446
1526,555,542,552,526,440
1527,558,540,553,530,441
1528,564,532,552,526,443
1529,552,542,547,504,438
1530,553,540,559,521,444
1531,546,532,549,537,443
1532,557,542,552,524,444
1533,559,538,555,530,441
1534,560,541,555,535,436
1535,561,545,553,524,429
1536,558,547,561,526,442
1537,564,539,552,518,453
1538,557,548,553,527,447
1539,555,540,553,533,443
1540,560,542,555,530,443
1541,560,542,551,528,444
1542,549,546,558,503,436
1543,553,541,549,534,441
1544,553,556,551,529,435
1545,555,547,559,514,440
1546,556,544,554,528,443
1547,561,545,553,528,445
1548,567,541,554,516,440
1549,560,541,559,544,437
1550,555,544,554,541,449
1551,563,535,562,525,431
1552,560,551,553,537,442
1553,555,540,554,527,444
1554,555,540,551,524,442
1555,551,551,552,523,451
1556,551,548,560,507,429
1557,547,537,560,529,445
1558,552,540,549,539,443
1559,555,545,549,513,445
1560,559,543,553,533,443
1561,557,542,553,534,445
1562,554,539,551,529,439
1563,566,544,548,530,424
1564,556,548,548,531,451
1565,549,551,551,514,421
1566,561,543,555,526,443
1567,554,540,555,533,442
1568,554,541,552,531,443
1569,554,538,554,518,454
1570,558,537,544,551,446
1571,565,541,550,532,436
1572,548,539,558,513,441
1573,553,543,562,534,441
1574,559,543,552,528,443
1575,556,541,554,533,445
1576,557,550,551,517,454
1577,565,531,549,549,457
1578,546,540,553,531,444
1579,552,554,554,531,438
1580,553,544,551,544,442
1581,560,538,553,524,444
1582,556,538,551,525,442
1583,558,544,544,524,449
1584,559,523,549,545,446
1585,572,552,547,528,429
1586,565,527,545,537,453
1587,557,540,556,535,446
1588,558,543,553,529,444
1589,558,541,553,534,443
1590,557,539,554,536,453
1591,567,528,543,549,439
1592,557,539,554,521,453
1593,544,546,562,543,449
1594,556,543,555,538,438
1595,559,540,553,529,444
1596,556,539,554,529,441
1597,565,545,552,524,439
1598,569,539,546,526,428
1599,565,532,547,527,445
1600,561,544,555,517,431
1601,559,543,554,524,443
1602,558,541,556,530,446
1603,558,544,553,532,444
1604,544,550,557,537,448
1605,552,534,556,537,453
1606,546,538,551,530,452
1607,563,555,553,500,432
1608,559,545,556,550,444
1609,556,539,550,536,442
1610,556,539,552,525,442
1611,558,539,551,536,447
1612,570,539,544,525,437
1613,568,542,553,542,449
1614,572,545,546,512,441
1615,559,542,549,521,441
1616,558,543,555,534,441
1617,558,542,555,530,444
1618,559,541,542,527,447
1619,549,529,559,540,442
1620,551,536,562,523,440
1621,555,533,560,524,442
1622,555,540,553,532,443
1623,554,542,551,529,442
1624,556,539,552,530,442
1625,560,534,551,509,453
1626,566,527,547,541,449
1627,558,544,542,549,453
1628,553,555,550,519,435
1629,562,548,551,523,443
1630,559,541,553,535,445
1631,558,544,555,534,443
1632,543,542,562,537,446
1633,564,522,542,551,445
1634,540,533,558,529,442
1635,567,531,546,543,443
1636,557,545,554,527,437
1637,556,541,552,522,442
1638,556,539,552,527,439
1639,560,540,555,539,438
1640,547,541,556,525,446
1641,550,538,553,533,449
1642,555,546,557,516,447
1643,556,540,558,539,442
1644,557,544,553,532,444
1645,556,543,554,535,445
1646,555,555,560,523,433
1647,545,555,563,545,431
1648,547,541,551,538,451
1649,561,542,542,545,437
1650,558,541,554,531,440
1651,559,541,554,527,443
1652,555,541,552,528,441
1653,555,547,554,537,439
1654,554,552,556,513,434
1655,560,520,544,547,450
1656,568,545,549,519,436
1657,559,540,552,531,445
1658,560,543,554,529,444
1659,556,544,553,533,442
1660,552,535,555,534,446
1661,561,549,560,519,443
1662,555,549,549,521,435
1663,554,530,552,547,447
1664,557,539,551,524,441
1665,553,540,554,527,442
1666,562,551,553,529,436
1667,548,544,556,538,445
1668,557,542,553,523,426
1669,559,545,555,513,448
1670,561,550,553,531,442
1671,557,539,551,541,443
1672,560,542,556,533,441
1673,559,534,552,533,443
1674,551,540,562,534,440
1675,553,527,549,570,461
1676,559,554,552,507,435
1677,565,536,550,535,447
1678,556,542,552,531,439
1679,554,538,556,535,438
1680,561,538,549,530,441
1681,561,553,543,510,430
1682,561,537,545,538,441
1683,549,557,545,534,434
1684,555,534,559,523,446
1685,557,541,553,540,442
1686,559,546,554,540,444
1687,556,548,554,527,438
1688,569,542,555,539,434
1689,558,531,542,544,445
1690,569,533,552,538,446
1691,560,546,551,516,445
1692,555,541,553,530,438
1693,554,538,550,532,439
1694,560,544,547,525,444
1695,563,546,553,535,423
1696,566,538,552,522,446
1697,556,537,554,538,431
1698,558,537,549,541,442
1699,554,540,555,539,440
1700,557,542,551,531,440
1701,557,542,554,549,440
1702,570,544,556,531,442
1703,550,546,559,535,446
1704,551,555,551,530,439
1705,559,537,545,519,448
1706,555,544,552,530,439
1707,556,538,553,528,439
1708,546,551,550,528,432
1709,539,540,568,558,456
1710,566,540,550,527,457
1711,546,530,559,550,435
1712,560,539,553,518,442
1713,559,543,552,531,439
1714,557,545,555,532,441
1715,548,538,560,535,453
1716,549,559,552,497,424
1717,559,543,562,527,442
1718,557,537,559,517,433
1719,556,541,555,522,441
1720,555,543,553,527,440
1721,556,541,553,529,432
1722,567,549,554,532,426
1723,564,553,549,520,429
1724,550,531,550,514,448
1725,551,541,544,543,444
1726,560,541,554,533,442
1727,558,542,555,531,439
1728,559,546,553,533,438
1729,542,550,561,542,449
1730,572,547,542,513,439
1731,556,543,542,548,441
1732,555,542,549,543,450
1733,553,541,553,526,440
1734,555,539,552,521,439
1735,554,539,550,529,443
1736,558,540,559,522,434
1737,551,558,569,503,429
1738,567,536,549,536,444
1739,558,543,545,510,442
1740,561,540,553,539,440
1741,555,541,549,534,440
1742,557,540,552,539,436
1743,554,543,562,538,439
1744,561,557,548,512,441
1745,564,543,556,524,442
1746,552,540,538,541,437
1747,556,540,552,533,438
1748,557,540,553,532,439
1749,565,541,557,531,447
1750,565,530,553,535,449
1751,570,546,551,522,435
1752,560,530,553,549,457
1753,557,542,551,543,439
1754,557,545,553,532,440
1755,556,542,553,537,441
1756,549,559,560,528,433
1757,549,559,542,510,430
1758,561,540,547,522,425
1759,570,542,547,525,436
1760,557,539,551,530,440
1761,553,540,549,536,441
1762,556,540,551,529,439
1763,555,529,547,553,456
1764,549,521,552,559,454
1765,561,540,547,537,450
1766,553,536,558,546,443
1767,557,541,555,531,439
1768,557,541,554,532,442
1769,553,545,557,534,438
1770,573,546,551,519,440
1771,550,556,543,506,434
1772,554,543,554,527,431
1773,552,529,552,498,437
1774,553,540,551,524,443
1775,556,540,551,531,440
1776,554,532,552,535,440
1777,555,547,555,528,450
1778,559,542,557,499,448
1779,550,533,554,549,447
1780,558,531,551,527,437
1781,558,544,555,534,440
1782,557,543,554,530,441
1783,562,550,551,545,432
1784,557,537,547,528,432
1785,561,548,544,514,439
1786,559,558,556,507,423
1787,552,536,548,529,441
1788,557,541,550,530,444
1789,556,541,552,529,444
1790,575,536,542,519,434
1791,557,528,544,545,459
1792,563,543,559,517,439
1793,555,538,561,549,435
1794,558,542,555,531,439
1795,559,540,555,530,441
1796,559,552,555,534,437
1797,551,547,557,545,442
1798,560,550,556,512,442
1799,549,545,566,513,423
1800,559,539,556,536,442
1801,559,543,551,526,438
1802,559,541,553,532,440
1803,550,536,552,532,444
1804,565,532,554,532,449
1805,550,539,551,529,450
1806,569,559,551,504,431
1807,551,538,558,531,439
1808,557,539,555,536,442
1809,558,544,554,534,441
1810,539,543,557,532,451
1811,559,556,566,534,434
1812,563,553,553,513,446
1813,548,538,560,546,432
1814,560,548,554,524,439
1815,559,541,551,533,437
1816,553,540,551,530,454
1817,556,553,553,528,433
1818,566,559,557,506,425
1819,556,551,544,524,426
1820,550,526,548,556,434
1821,556,542,553,537,440
1822,556,544,552,537,442
1823,564,542,551,535,435
1824,556,552,548,521,428
1825,562,537,535,545,444
1826,561,541,547,558,461
1827,572,554,547,549,448
1828,556,544,550,536,440
1829,553,544,551,530,438
1830,561,546,554,539,432
1831,583,557,549,519,438
1832,555,545,549,521,434
1833,554,550,552,537,442
1834,553,539,544,534,443
1835,555,547,553,531,441
1836,557,544,552,535,441
1837,559,549,542,532,430
1838,578,541,542,540,451
1839,541,534,550,543,449
1840,550,538,556,532,435
1841,553,541,551,531,441
1842,556,543,553,529,441
1843,555,540,554,527,437
1844,557,540,552,513,431
1845,566,552,543,496,431
1846,541,564,560,519,436
1847,566,554,562,520,449
1848,560,542,552,529,443
1849,559,546,554,534,444
1850,559,547,548,525,451
1851,564,549,552,524,448
1852,556,544,550,508,443
1853,557,546,558,531,456
1854,555,542,547,531,442
1855,557,541,551,529,439
1856,556,542,552,531,439
1857,552,557,558,524,436
1858,566,544,545,561,438
1859,545,554,564,521,421
1860,550,548,545,506,434
1861,559,545,551,529,447
1862,561,546,552,527,443
1863,552,542,552,533,440
1864,558,539,557,533,448
1865,555,553,559,532,436
1866,556,554,547,509,446
1867,556,550,548,530,441
1868,559,545,551,529,442
1869,555,542,551,532,440
1870,552,548,554,523,445
1871,549,534,556,540,450
1872,563,554,551,532,428
1873,563,524,560,532,450
1874,560,541,555,532,443
1875,558,547,552,530,442
1876,558,544,551,530,442
1877,551,549,558,527,445
1878,557,547,556,517,441
1879,572,533,549,548,447
1880,558,555,557,505,424
1881,558,544,551,522,443
1882,560,545,551,532,441
1883,560,541,551,527,441
1884,551,535,557,540,444
1885,547,525,565,543,449
1886,546,533,554,542,448
1887,552,538,555,540,431
1888,559,543,552,537,444
1889,559,540,551,530,442
1890,559,548,553,538,448
1891,569,549,546,529,453
1892,568,543,545,542,444
1893,561,545,555,542,448
1894,564,546,556,537,446
1895,559,540,550,536,441
1896,558,541,551,529,442
1897,564,554,550,522,434
1898,553,540,549,493,434
1899,557,535,549,508,429
1900,567,539,541,524,448
1901,560,548,558,541,442
1902,559,546,549,539,445
1903,550,544,551,536,450
1904,555,536,555,538,448
1905,551,539,560,542,451
1906,546,550,560,530,444
1907,565,560,551,540,444
1908,556,542,549,533,445
1909,555,541,550,530,440
1910,559,529,543,541,444
1911,550,540,546,538,433
1912,546,532,557,536,447
1913,551,546,551,533,449
1914,555,548,553,538,440
1915,562,546,550,533,443
1916,556,544,555,535,443
1917,543,542,555,543,451
1918,553,538,558,550,446
1919,546,528,552,553,460
1920,564,525,547,539,456
1921,560,545,552,523,442
1922,557,539,552,531,440
1923,560,545,551,535,436
1924,557,537,548,543,450
1925,565,540,553,524,446
1926,563,550,542,525,426
1927,561,539,544,511,448
1928,562,545,553,539,440
1929,561,544,554,534,442
1930,564,533,550,535,447
1931,579,543,537,527,438
1932,564,563,557,512,436
1933,551,538,551,538,443
1934,563,547,553,524,438
1935,559,544,552,531,442
1936,559,543,550,531,443
1937,558,542,554,527,432
1938,567,549,547,533,425
1939,559,547,551,526,448
1940,562,540,553,528,448
1941,567,543,553,535,441
1942,564,545,554,538,440
1943,556,550,549,533,451
1944,554,536,558,528,449
1945,563,535,565,533,447
1946,571,535,554,537,437
1947,558,549,552,545,438
1948,559,545,550,538,440
1949,560,542,551,531,441
1950,559,539,551,539,441
1951,555,534,556,523,457
1952,576,526,546,539,457
1953,573,537,553,524,448
1954,564,542,552,537,444
1955,564,544,552,536,442
1956,557,548,552,537,445
1957,557,539,558,546,455
1958,579,539,539,552,446
1959,546,559,564,527,425
1960,563,532,554,538,438
1961,560,545,550,534,442
1962,562,543,551,535,443
1963,559,546,555,540,452
1964,552,553,558,514,428
1965,555,545,565,519,448
1966,566,555,549,531,439
1967,562,548,551,541,443
1968,566,547,554,535,440
1969,561,546,553,538,444
1970,567,542,549,528,444
1971,553,533,571,560,445
1972,573,547,534,534,429
1973,568,541,544,542,444
1974,562,538,552,538,443
1975,561,544,550,532,445
1976,565,552,552,531,438
1977,567,542,552,523,434
1978,569,539,545,562,450
1979,559,544,561,543,437
1980,562,556,552,533,447
1981,564,543,550,534,444
1982,564,545,554,540,446
1983,568,549,548,544,448
1984,564,553,558,516,430
1985,570,549,550,536,432
1986,563,544,555,533,450
1987,562,539,551,538,444
1988,561,544,552,538,440
1989,560,542,551,530,443
1990,546,552,557,525,438
1991,566,548,540,514,429
1992,554,537,559,527,444
1993,565,543,547,529,442
1994,562,542,552,538,443
1995,564,542,552,535,444
1996,557,545,559,534,443
1997,568,543,549,533,444
1998,565,542,554,540,447
1999,571,537,547,518,440
2000,559,545,554,540,452
2001,562,545,552,535,442
2002,562,543,551,529,440
2003,564,540,554,527,446
2004,556,554,552,510,429
2005,565,552,543,541,441
2006,566,536,544,566,462
2007,562,548,553,543,442
2008,558,547,552,538,441
2009,561,546,551,538,440
2010,557,549,554,562,455
2011,551,537,567,520,445
2012,567,537,544,563,464
2013,552,546,549,562,429
2014,564,544,548,538,442
2015,563,543,551,532,440
2016,565,543,547,534,444
2017,551,536,556,545,457
2018,559,562,560,517,447
2019,563,550,537,540,444
2020,563,548,551,529,442
2021,561,544,550,540,448
2022,562,546,553,539,442
2023,564,543,554,539,438
2024,571,529,540,565,446
2025,569,533,551,532,452
2026,563,549,536,527,436
2027,561,545,552,529,441
2028,559,543,548,533,445
2029,556,544,550,533,441
2030,572,546,542,502,435
2031,559,533,546,530,448
2032,569,526,531,528,449
2033,554,544,543,526,457
2034,562,543,549,526,443
2035,563,543,547,525,443
2036,553,543,547,527,448
2037,583,548,537,524,446
2038,565,531,542,552,441
2039,563,541,550,542,447
2040,560,529,545,545,446
2041,560,539,548,529,442
2042,560,540,548,530,442
2043,575,541,543,526,436
2044,553,533,561,539,463
2045,574,535,546,525,454
2046,574,537,545,536,434
2047,558,542,547,532,441
2048,561,542,551,533,441
2049,567,543,551,526,443
2050,567,538,552,550,449
2051,558,519,547,565,451
2052,545,551,558,544,457
2053,562,552,556,521,458
2054,561,545,547,526,441
2055,561,542,547,529,443
2056,558,540,551,529,441
2057,554,517,552,551,463
2058,560,546,542,521,440
2059,560,545,541,536,463
2060,562,546,546,525,449
2061,561,546,550,525,442
2062,559,544,549,532,448
2063,548,541,553,528,448
2064,553,541,554,543,439
2065,572,547,535,547,441
2066,551,538,542,562,440
2067,558,545,549,529,441
2068,560,542,544,526,442
2069,559,547,547,518,451
2070,575,556,540,518,426
2071,551,541,542,529,438
2072,547,543,549,513,436
2073,568,545,543,510,450
2074,565,544,548,531,443
2075,563,544,545,532,445
2076,548,537,553,524,442
2077,551,538,560,533,449
2078,559,549,542,521,446
2079,567,541,558,527,436
2080,560,544,547,525,440
2081,565,544,547,534,439
2082,563,539,545,526,436
2083,562,546,544,521,448
2084,553,530,551,550,451
2085,553,532,562,548,452
2086,559,531,533,522,435
2087,564,545,547,531,442
2088,559,545,548,526,444
2089,556,551,547,533,453
2090,564,561,549,513,426
2091,573,540,545,527,449
2092,565,543,558,517,436
2093,563,536,540,526,444
2094,564,541,548,516,440
2095,560,543,548,526,442
2096,552,543,552,526,442
2097,576,540,544,529,437
2098,553,548,551,527,439
2099,559,535,554,526,451
2100,565,543,546,523,442
2101,559,546,546,537,446
2102,555,545,555,531,438
2103,567,546,547,520,450
2104,574,552,539,496,442
2105,568,532,553,556,456
2106,556,536,539,510,440
2107,564,546,550,521,441
2108,562,541,547,521,442
2109,566,534,545,512,444
2110,544,533,557,558,446
2111,568,557,542,501,435
2112,569,538,543,518,435
2113,559,543,547,533,445
2114,561,542,548,522,446
2115,561,545,548,529,447
2116,576,538,541,536,444
2117,565,543,545,556,447
2118,566,543,544,540,455
2119,565,539,547,517,453
2120,562,544,550,529,445
2121,561,545,547,522,440
2122,563,538,542,529,444
2123,564,538,552,524,428
2124,570,547,537,533,438
2125,556,563,544,506,439
2126,577,535,545,524,445
2127,566,544,547,522,445
2128,562,543,548,524,445
2129,564,554,554,526,448
2130,538,539,562,521,442
2131,577,538,537,532,450
2132,578,549,543,524,441
2133,556,541,545,531,441
2134,563,542,547,515,445
2135,567,543,546,523,449
2136,574,549,543,501,433
2137,581,538,546,495,445
2138,563,562,550,503,437
2139,564,542,545,538,449
2140,564,546,548,520,446
2141,562,545,547,529,445
2142,569,539,550,533,450
2143,573,557,541,502,433
2144,564,553,547,512,441
2145,570,557,551,494,431
2146,554,548,550,545,445
2147,561,544,547,528,442
2148,562,543,547,525,442
2149,545,546,553,509,441
2150,552,538,549,536,441
2151,559,532,558,519,441
2152,557,549,548,532,446
2153,563,543,547,521,444
2154,561,545,547,523,444
2155,561,545,548,532,448
2156,566,549,545,557,447
2157,553,540,548,522,448
2158,563,549,545,529,446
2159,563,546,554,534,439
2160,558,544,547,524,439
2161,560,543,547,521,441
2162,568,537,550,515,433
2163,574,542,540,523,453
2164,559,548,549,527,432
2165,561,551,552,520,433
2166,569,550,553,518,447
2167,560,545,550,525,446
2168,563,545,550,530,443
2169,570,537,547,555,434
2170,567,526,541,580,451
2171,556,548,546,519,439
2172,564,547,543,537,443
2173,561,546,548,535,444
2174,560,543,550,520,441
2175,563,537,552,520,442
2176,557,545,542,522,435
2177,557,523,554,559,445
2178,565,559,549,494,431
2179,555,542,543,526,447
2180,562,545,550,525,444
2181,562,545,548,528,443
2182,557,556,548,533,442
2183,572,550,553,509,444
2184,564,543,554,514,444
2185,564,537,535,516,442
2186,565,550,546,512,445
2187,561,542,546,530,443
2188,560,542,546,528,439
2189,564,542,556,545,443
2190,558,533,547,505,432
2191,553,553,542,539,444
2192,558,541,538,529,444
2193,559,548,549,518,445
2194,564,545,550,526,444
2195,563,543,544,507,436
2196,566,541,550,527,444
2197,569,549,540,517,435
2198,563,538,546,511,445
2199,567,546,548,526,442
